Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.7: Public Sector Superannuation ,Administered Expenses,Special appropriations,Superannuation Act 1976,2430317,3403077,3364157,3323291,3278951,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.7: Public Sector Superannuation ,Administered Expenses,Special appropriations,Superannuation Act 1990,6381038,4412188,4629243,4843377,5018812,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.7: Public Sector Superannuation ,Departmental Expenses,Departmental appropriation,Public Sector Superannuation ,8219,4677,4659,4639,4657,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.7: Public Sector Superannuation ,Departmental Expenses,Expenses not requiring appropriation in the budget year,,273,262,262,262,262,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.8: Australian Government Investment Funds,Administered Expenses,Special account,DisabilityCare Australia Fund Special Account,345224,543430,3183536,1344891,1014136,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.8: Australian Government Investment Funds,Administered Expenses,Special account,Medical Research Future Fund Special Account,73911,150753,254292,459112,728626,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.8: Australian Government Investment Funds,Administered Expenses,Special account,Building Australia Fund Special Account,3489,1724,0,0,0,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 2: Support an efficient and high-performing public sector through providing leadership to Commonwealth entities in ongoing improvements to public sector governance, including through systems, frameworks, policy, advice and service delivery.  ",Program 2.8: Australian Government Investment Funds,Administered Expenses,Special account,Education Investment Fund Special Account,26336,3889,0,0,0,2017-18 PBS - Finance tables.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Electorate and ministerial support costs,279821,261493,266722,270134,270626,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Australian Political Exchange Program,902,914,927,941,955,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Australian Political Parties for Democracy Program,2200,2200,2200,2200,2200,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Special appropriations,Commonwealth of Australia  Constitution Act (s66),5030,4998,4998,4998,4998,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Special appropriations,Parliamentary Retirement Travel Act 2002,800,0,0,0,0,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Special appropriations,Parliamentary Entitlements Act 1990,177607,153700,154330,156128,158307,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Administered Expenses,Expenses not requiring appropriation in the budget year,,5408,5402,5402,5401,5398,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Departmental Expenses,Departmental appropriation,"Services to Senators, Members and their staff",39976,30017,29418,29301,29410,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Departmental Expenses,Departmental appropriation,Car-with-driver and associated transport services ,680,668,665,662,665,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Department of Finance,"Outcome 3: Support for Parliamentarians and others as required by the Australian Government through the delivery of, and advice on, work expenses and allowances, entitlements and targeted programs.",Program 3.1: Ministerial and Parliamentary Services  ,Departmental Expenses,Expenses not requiring appropriation in the budget year,,3668,2077,2077,2077,2078,2017-18 PBS - Finance tables.xlsx,Table 2.3.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Future Fund Management Agency,"Outcome 1: Make provision for the Commonwealth’s unfunded superannuation liabilities, payments for the creation and development of infrastructure, and payments from the DisabilityCare Australia Fund and Medical Research Future Fund by managing the investment activities of the Future Fund, Nation-building Funds, DisabilityCare Australia Fund and Medical Research Future Fund, in line with the Government’s investment mandates.",Program 1.1: Management of the Investment of the Future Fund,Departmental Expenses,Special account,Future Fund Special Account,56923,69720,74087,75755,77772,2017-18 PBS - FFMA tables.xlsx,Table 2.X.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Future Fund Management Agency,"Outcome 1: Make provision for the Commonwealth’s unfunded superannuation liabilities, payments for the creation and development of infrastructure, and payments from the DisabilityCare Australia Fund and Medical Research Future Fund by managing the investment activities of the Future Fund, Nation-building Funds, DisabilityCare Australia Fund and Medical Research Future Fund, in line with the Government’s investment mandates.",Program 1.2: Management of the Investment of the Australian Government Investment Funds,Departmental Expenses,Special account,Future Fund Special Account,2075,2717,3335,4772,6305,2017-18 PBS - FFMA tables.xlsx,Table 2.X.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Independent Parliamentary Expenses Authority,"Outcome 1: Support for current and former Parliamentarians and others as required by the Australian Government through the delivery of, independent oversight and advice on, work resources and travel resources.",Program 1.1: Independent Parliamentary Expenses Authority - Travel Oversight and Reporting,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Members of Parliament Staff Travel Costs,9221,34362,34894,35435,35984,2017-18 PBS - IPEA tables.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Independent Parliamentary Expenses Authority,"Outcome 1: Support for current and former Parliamentarians and others as required by the Australian Government through the delivery of, independent oversight and advice on, work resources and travel resources.",Program 1.1: Independent Parliamentary Expenses Authority - Travel Oversight and Reporting,Administered Expenses,Special appropriations,Parliamentary Retirement Travel Act 2002,0,445,494,544,593,2017-18 PBS - IPEA tables.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Independent Parliamentary Expenses Authority,"Outcome 1: Support for current and former Parliamentarians and others as required by the Australian Government through the delivery of, independent oversight and advice on, work resources and travel resources.",Program 1.1: Independent Parliamentary Expenses Authority - Travel Oversight and Reporting,Administered Expenses,Special appropriations,Parliamentary Entitlements Act 1990,9520,31030,31465,36105,32352,2017-18 PBS - IPEA tables.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Independent Parliamentary Expenses Authority,"Outcome 1: Support for current and former Parliamentarians and others as required by the Australian Government through the delivery of, independent oversight and advice on, work resources and travel resources.",Program 1.1: Independent Parliamentary Expenses Authority - Travel Oversight and Reporting,Departmental Expenses,Departmental appropriation,,2227,10142,9971,9968,10025,2017-18 PBS - IPEA tables.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Finance Portfolio,Independent Parliamentary Expenses Authority,"Outcome 1: Support for current and former Parliamentarians and others as required by the Australian Government through the delivery of, independent oversight and advice on, work resources and travel resources.",Program 1.1: Independent Parliamentary Expenses Authority - Travel Oversight and Reporting,Departmental Expenses,Expenses not requiring appropriation in the budget year,,420,0,0,0,0,2017-18 PBS - IPEA tables.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.1: Promotion of Australia's export and other international economic interests,Departmental Expenses,Departmental appropriation,,188722,184603,184101,181746,180825,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.1: Promotion of Australia's export and other international economic interests,Departmental Expenses,s74 retained revenue receipts,,23906,23896,23896,23896,23896,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.1: Promotion of Australia's export and other international economic interests,Departmental Expenses,Special account,Services for Other Entities and Trust Moneys Special Account,872,0,0,0,0,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.1: Promotion of Australia's export and other international economic interests,Departmental Expenses,Expenses not requiring appropriation in the budget year,,19000,19000,19000,19460,19367,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.2: Programmes to promote Australia's exports and other international economic interests,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,140113,141018,140687,138400,137900,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,"Outcome 1: Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government",Program 1.3: Other administered,Administered Expenses,Special account,Administered Payments and Receipts for Other Entities,2684,0,0,0,0,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,Outcome 2: The protection and welfare of Australians abroad through timely and responsive consular and passport services in specific locations overseas,Program 2.1: Consular Services,Departmental Expenses,Departmental appropriation,,9714,9266,9224,9220,9265,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Austrade,Outcome 2: The protection and welfare of Australians abroad through timely and responsive consular and passport services in specific locations overseas,Program 2.1: Consular Services,Departmental Expenses,s74 retained revenue receipts,,3504,3504,3504,3504,3504,Austrade 2017-18 PBS Excel Tables - no formulas.xlsx,Table 2.2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Centre for International Agricultural Research,Outcome 1: To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships.,Program 1.1: International Agricultural Research and Development,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,93993,96882,97946,99416,101006,ACIAR - 2017-18 PBS Excel Tables Clean Version.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Centre for International Agricultural Research,Outcome 1: To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships.,Program 1.1: International Agricultural Research and Development,Administered Expenses,Special account,,20502,20670,18450,18704,21210,ACIAR - 2017-18 PBS Excel Tables Clean Version.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Centre for International Agricultural Research,Outcome 1: To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships.,Program 1.1: International Agricultural Research and Development,Departmental Expenses,Departmental appropriation,,9490,9364,9302,9321,9367,ACIAR - 2017-18 PBS Excel Tables Clean Version.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Centre for International Agricultural Research,Outcome 1: To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships.,Program 1.1: International Agricultural Research and Development,Departmental Expenses,s74 retained revenue receipts,,1868,1170,1476,1754,2050,ACIAR - 2017-18 PBS Excel Tables Clean Version.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Centre for International Agricultural Research,Outcome 1: To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships.,Program 1.1: International Agricultural Research and Development,Departmental Expenses,Expenses not requiring appropriation in the budget year,,491,382,376,399,400,ACIAR - 2017-18 PBS Excel Tables Clean Version.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.1: Secret Intelligence,Departmental Expenses,Departmental appropriation,,193244,192604,193844,197859,204946,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.1: Secret Intelligence,Departmental Expenses,s74 retained revenue receipts,,47625,59250,62250,64500,66375,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.1: Secret Intelligence,Departmental Expenses,Expenses not requiring appropriation in the budget year,,18478,22847,27896,29429,28128,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.2: Other Services,Departmental Expenses,Departmental appropriation,,64415,64201,64614,65953,68315,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.2: Other Services,Departmental Expenses,s74 retained revenue receipts,,15875,19750,20750,21500,22125,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Australian Secret Intelligence Service,"Outcome 1: Enhanced understanding for the Government of the overseas environment affecting Australia’s interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia.",Program 1.2: Other Services,Departmental Expenses,Expenses not requiring appropriation in the budget year,,6159,7615,9298,9809,9376,ASIS 2017-18 PBS Cleaned.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),International Climate Change Engagement,3000,3000,3000,3000,3000,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Personal Benefits - Locally Engaged Staff pension schemes,2816,2879,2879,2984,3095,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Other Administered Items,679,694,710,727,743,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Other services (Appropriation Bill No. 2),Debt-to-Health Swap with Government of Indonesia,15027,0,0,0,0,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
